Id,Class
2997,3
2998,3
2999,3
3000,3
3001,3
3002,3
3003,3
3004,3
3005,3
3006,9
3007,9
3008,9
3009,9
3010,9
3011,9
3012,9
3013,9
3014,9
3015,3
3016,3
3017,3
3018,3
3019,3
3020,3
3021,9
3022,9
3023,9
3024,3
3025,3
3026,3
3027,3
3028,3
3029,3
3030,9
3031,9
3032,9
3033,9
3034,9
3035,9
3036,3
3037,3
3038,3
3039,9
3040,9
3041,9
3042,9
3043,9
3044,9
3045,9
3046,9
3047,9
3048,3
3049,3
3050,3
3051,3
3052,3
3053,3
3054,9
3055,9
3056,9
3057,9
3058,9
3059,9
3060,3
3061,3
3062,3
3063,9
3064,9
3065,9
3066,9
3067,9
3068,9
3069,3
3070,3
3071,3
3072,6
3073,6
3074,6
3075,9
3076,9
3077,9
3078,3
3079,3
3080,3
3081,3
3082,3
3083,3
3084,3
3085,3
3086,3
3087,9
3088,9
3089,9
3090,3
3091,3
3092,3
3093,3
3094,3
3095,3
3096,3
3097,3
3098,3
3099,3
3100,3
3101,3
3102,9
3103,9
3104,9
3105,9
3106,9
3107,9
3108,9
3109,9
3110,9
3111,3
3112,3
3113,3
3114,3
3115,3
3116,3
3117,9
3118,9
3119,9
3120,3
3121,3
3122,3
3123,3
3124,3
3125,3
3126,9
3127,9
3128,9
3129,3
3130,3
3131,3
3132,3
3133,3
3134,3
3135,3
3136,3
3137,3
3138,3
3139,3
3140,3
3141,9
3142,9
3143,9
3144,9
3145,9
3146,9
3147,3
3148,3
3149,3
3150,9
3151,9
3152,9
3153,9
3154,9
3155,9
3156,3
3157,3
3158,3
3159,9
3160,9
3161,9
3162,3
3163,3
3164,3
3165,9
3166,9
3167,9
3168,3
3169,3
3170,3
3171,3
3172,3
3173,3
3174,9
3175,9
3176,9
3177,3
3178,3
3179,3
3180,3
3181,3
3182,3
3183,3
3184,3
3185,3
3186,9
3187,9
3188,9
3189,3
3190,3
3191,3
3192,9
3193,9
3194,9
3195,3
3196,3
3197,3
3198,3
3199,3
3200,3
3201,3
3202,3
3203,3
3204,3
3205,3
3206,3
3207,3
3208,3
3209,3
3210,3
3211,3
3212,3
3213,9
3214,9
3215,9
3216,9
3217,9
3218,9
3219,3
3220,3
3221,3
3222,3
3223,3
3224,3
3225,3
3226,3
3227,3
3228,3
3229,3
3230,3
3231,9
3232,9
3233,9
3234,3
3235,3
3236,3
3237,9
3238,9
3239,9
3240,3
3241,3
3242,3
3243,3
3244,3
3245,3
3246,3
3247,3
3248,3
3249,3
3250,3
3251,3
3252,3
3253,3
3254,3
3255,3
3256,3
3257,3
3258,3
3259,3
3260,3
3261,3
3262,3
3263,3
3264,3
3265,3
3266,3
3267,9
3268,9
3269,9
3270,3
3271,3
3272,3
3273,9
3274,9
3275,9
3276,9
3277,9
3278,9
3279,9
3280,9
3281,9
3282,3
3283,3
3284,3
3285,9
3286,9
3287,9
3288,9
3289,9
3290,9
3291,9
3292,9
3293,9
3294,9
3295,9
3296,9
3297,3
3298,3
3299,3
3300,3
3301,3
3302,3
3303,3
3304,3
3305,3
3306,9
3307,9
3308,9
3309,9
3310,9
3311,9
3312,3
3313,3
3314,3
3315,3
3316,3
3317,3
3318,9
3319,9
3320,9
3321,9
3322,9
3323,9
3324,3
3325,3
3326,3
3327,3
3328,3
3329,3
3330,3
3331,3
3332,3
3333,9
3334,9
3335,9
3336,3
3337,3
3338,3
3339,9
3340,9
3341,9
3342,3
3343,3
3344,3
3345,9
3346,9
3347,9
3348,9
3349,9
3350,9
3351,9
3352,9
3353,9
3354,9
3355,9
3356,9
3357,3
3358,3
3359,3
3360,3
3361,3
3362,3
3363,9
3364,9
3365,9
3366,9
3367,9
3368,9
3369,3
3370,3
3371,3
3372,3
3373,3
3374,3
3375,9
3376,9
3377,9
3378,9
3379,9
3380,9
3381,3
3382,3
3383,3
3384,3
3385,3
3386,3
3387,3
3388,3
3389,3
3390,9
3391,9
3392,9
3393,9
3394,9
3395,9
3396,3
3397,3
3398,3
3399,3
3400,3
3401,3
3402,3
3403,3
3404,3
3405,9
3406,9
3407,9
3408,9
3409,9
3410,9
3411,3
3412,3
3413,3
3414,3
3415,3
3416,3
3417,9
3418,9
3419,9
3420,3
3421,3
3422,3
3423,9
3424,9
3425,9
3426,3
3427,3
3428,3
3429,3
3430,3
3431,3
3432,3
3433,3
3434,3
3435,9
3436,9
3437,9
3438,3
3439,3
3440,3
3441,3
3442,3
3443,3
3444,3
3445,3
3446,3
3447,3
3448,3
3449,3
3450,3
3451,3
3452,3
3453,3
3454,3
3455,3
3456,9
3457,9
3458,9
3459,3
3460,3
3461,3
3462,3
3463,3
3464,3
3465,9
3466,9
3467,9
3468,9
3469,9
3470,9
3471,3
3472,3
3473,3
3474,3
3475,3
3476,3
3477,3
3478,3
3479,3
3480,3
3481,3
3482,3
3483,9
3484,9
3485,9
3486,9
3487,9
3488,9
3489,3
3490,3
3491,3
3492,9
3493,9
3494,9
3495,3
3496,3
3497,3
3498,3
3499,3
3500,3
3501,9
3502,9
3503,9
3504,9
3505,9
3506,9
3507,9
3508,9
3509,9
3510,3
3511,3
3512,3
3513,3
3514,3
3515,3
3516,3
3517,3
3518,3
3519,3
3520,3
3521,3
3522,9
3523,9
3524,9
3525,3
3526,3
3527,3
3528,9
3529,9
3530,9
3531,3
3532,3
3533,3
3534,3
3535,3
3536,3
3537,9
3538,9
3539,9
3540,3
3541,3
3542,3
3543,3
3544,3
3545,3
3546,3
3547,3
3548,3
3549,3
3550,3
3551,3
3552,9
3553,9
3554,9
3555,3
3556,3
3557,3
3558,9
3559,9
3560,9
3561,3
3562,3
3563,3
3564,9
3565,9
3566,9
3567,9
3568,9
3569,9
3570,3
3571,3
3572,3
3573,9
3574,9
3575,9
3576,9
3577,9
3578,9
3579,3
3580,3
3581,3
3582,3
3583,3
3584,3
3585,3
3586,3
3587,3
3588,3
3589,3
3590,3
3591,9
3592,9
3593,9
3594,9
3595,9
3596,9
3597,3
3598,3
3599,3
3600,9
3601,9
3602,9
3603,3
3604,3
3605,3
3606,3
3607,3
3608,3
3609,9
3610,9
3611,9
3612,3
3613,3
3614,3
3615,9
3616,9
3617,9
3618,3
3619,3
3620,3
3621,3
3622,3
3623,3
3624,3
3625,3
3626,3
3627,9
3628,9
3629,9
3630,3
3631,3
3632,3
3633,3
3634,3
3635,3
3636,9
3637,9
3638,9
3639,9
3640,9
3641,9
3642,9
3643,9
3644,9
3645,9
3646,9
3647,9
3648,3
3649,3
3650,3
3651,3
3652,3
3653,3
3654,9
3655,9
3656,9
3657,3
3658,3
3659,3
3660,3
3661,3
3662,3
3663,9
3664,9
3665,9
3666,9
3667,9
3668,9
3669,9
3670,9
3671,9
3672,3
3673,3
3674,3
3675,3
3676,3
3677,3
3678,9
3679,9
3680,9
3681,9
3682,9
3683,9
3684,9
3685,9
3686,9
3687,3
3688,3
3689,3
3690,3
3691,3
3692,3
3693,3
3694,3
3695,3
3696,3
3697,3
3698,3
3699,9
3700,9
3701,9
3702,3
3703,3
3704,3
3705,3
3706,3
3707,3
3708,3
3709,3
3710,3
3711,3
3712,3
3713,3
3714,9
3715,9
3716,9
3717,9
3718,9
3719,9
3720,3
3721,3
3722,3
3723,3
3724,3
3725,3
3726,9
3727,9
3728,9
3729,9
3730,9
3731,9
3732,3
3733,3
3734,3
3735,3
3736,3
3737,3
3738,3
3739,3
3740,3
3741,9
3742,9
3743,9
3744,3
3745,3
3746,3
3747,9
3748,9
3749,9
3750,9
3751,9
3752,9
3753,3
3754,3
3755,3
3756,3
3757,3
3758,3
3759,3
3760,3
3761,3
3762,3
3763,3
3764,3
3765,3
3766,3
3767,3
3768,3
3769,3
3770,3
3771,3
3772,3
3773,3
3774,9
3775,9
3776,9
3777,3
3778,3
3779,3
3780,3
3781,3
3782,3
3783,3
3784,3
3785,3
3786,3
3787,3
3788,3
3789,3
3790,3
3791,3
3792,3
3793,3
3794,3
3795,3
3796,3
3797,3
3798,9
3799,9
3800,9
3801,3
3802,3
3803,3
3804,3
3805,3
3806,3
3807,9
3808,9
3809,9
3810,9
3811,9
3812,9
3813,9
3814,9
3815,9
3816,3
3817,3
3818,3
3819,9
3820,9
3821,9
3822,3
3823,3
3824,3
3825,3
3826,3
3827,3
3828,9
3829,9
3830,9
3831,3
3832,3
3833,3
3834,3
3835,3
3836,3
3837,3
3838,3
3839,3
3840,3
3841,3
3842,3
3843,9
3844,9
3845,9
3846,9
3847,9
3848,9
3849,9
3850,9
3851,9
3852,3
3853,3
3854,3
3855,3
3856,3
3857,3
3858,3
3859,3
3860,3
3861,9
3862,9
3863,9
3864,3
3865,3
3866,3
3867,9
3868,9
3869,9
3870,9
3871,9
3872,9
3873,9
3874,9
3875,9
3876,3
3877,3
3878,3
3879,9
3880,9
3881,9
3882,9
3883,9
3884,9
3885,3
3886,3
3887,3
3888,3
3889,3
3890,3
3891,3
3892,3
3893,3
3894,3
3895,3
3896,3
3897,3
3898,3
3899,3
3900,3
3901,3
3902,3
3903,9
3904,9
3905,9
3906,9
3907,9
3908,9
3909,3
3910,3
3911,3
3912,9
3913,9
3914,9
3915,9
3916,9
3917,9
3918,3
3919,3
3920,3
3921,9
3922,9
3923,9
3924,3
3925,3
3926,3
3927,3
3928,3
3929,3
3930,3
3931,3
3932,3
3933,3
3934,3
3935,3
3936,9
3937,9
3938,9
3939,9
3940,9
3941,9
3942,3
3943,3
3944,3
3945,3
3946,3
3947,3
3948,9
3949,9
3950,9
3951,9
3952,9
3953,9
3954,3
3955,3
3956,3
3957,9
3958,9
3959,9
3960,3
3961,3
3962,3
3963,3
3964,3
3965,3
3966,9
3967,9
3968,9
3969,3
3970,3
3971,3
3972,9
3973,9
3974,9
3975,9
3976,9
3977,9
3978,9
3979,9
3980,9
3981,3
3982,3
3983,3
3984,9
3985,9
3986,9
3987,3
3988,3
3989,3
3990,9
3991,9
3992,9
3993,9
3994,9
3995,9
3996,9
3997,9
3998,9
3999,3
4000,3
4001,3
4002,9
4003,9
4004,9
4005,3
4006,3
4007,3
4008,3
4009,3
4010,3
4011,3
4012,3
4013,3
4014,3
4015,3
4016,3
4017,9
4018,9
4019,9
4020,3
4021,3
4022,3
4023,3
4024,3
4025,3
4026,9
4027,9
4028,9
4029,9
4030,9
4031,9
4032,9
4033,9
4034,9
4035,9
4036,9
4037,9
4038,9
4039,9
4040,9
4041,3
4042,3
4043,3
4044,9
4045,9
4046,9
4047,9
4048,9
4049,9
4050,9
4051,9
4052,9
4053,9
4054,9
4055,9
4056,3
4057,3
4058,3
4059,3
4060,3
4061,3
4062,9
4063,9
4064,9
4065,9
4066,9
4067,9
4068,9
4069,9
4070,9
4071,9
4072,9
4073,9
4074,3
4075,3
4076,3
4077,9
4078,9
4079,9
4080,3
4081,3
4082,3
4083,9
4084,9
4085,9
4086,9
4087,9
4088,9
4089,9
4090,9
4091,9
4092,9
4093,9
4094,9
4095,9
4096,9
4097,9
4098,9
4099,9
4100,9
4101,9
4102,9
4103,9
4104,9
4105,9
4106,9
4107,3
4108,3
4109,3
4110,9
4111,9
4112,9
4113,3
4114,3
4115,3
4116,3
4117,3
4118,3
4119,3
4120,3
4121,3
4122,3
4123,3
4124,3
4125,3
4126,3
4127,3
4128,3
4129,3
4130,3
4131,3
4132,3
4133,3
4134,3
4135,3
4136,3
4137,9
4138,9
4139,9
4140,3
4141,3
4142,3
4143,3
4144,3
4145,3
4146,3
4147,3
4148,3
4149,9
4150,9
4151,9
4152,9
4153,9
4154,9
4155,9
4156,9
4157,9
4158,3
4159,3
4160,3
4161,3
4162,3
4163,3
4164,9
4165,9
4166,9
4167,3
4168,3
4169,3
4170,9
4171,9
4172,9
4173,3
4174,3
4175,3
4176,3
4177,3
4178,3
4179,3
4180,3
4181,3
4182,3
4183,3
4184,3
4185,3
4186,3
4187,3
4188,3
4189,3
4190,3
4191,3
4192,3
4193,3
4194,3
4195,3
4196,3
4197,3
4198,3
4199,3
4200,9
4201,9
4202,9
4203,3
4204,3
4205,3
4206,3
4207,3
4208,3
4209,9
4210,9
4211,9
4212,9
4213,9
4214,9
4215,9
4216,9
4217,9
4218,9
4219,9
4220,9
4221,9
4222,9
4223,9
4224,9
4225,9
4226,9
4227,9
4228,9
4229,9
4230,9
4231,9
4232,9
4233,9
4234,9
4235,9
4236,9
4237,9
4238,9
4239,3
4240,3
4241,3
4242,9
4243,9
4244,9
4245,9
4246,9
4247,9
4248,3
4249,3
4250,3
4251,9
4252,9
4253,9
4254,3
4255,3
4256,3
4257,3
4258,3
4259,3
4260,3
4261,3
4262,3
4263,3
4264,3
4265,3
4266,9
4267,9
4268,9
4269,3
4270,3
4271,3
4272,9
4273,9
4274,9
4275,9
4276,9
4277,9
4278,3
4279,3
4280,3
4281,3
4282,3
4283,3
4284,9
4285,9
4286,9
4287,9
4288,9
4289,9
4290,3
4291,3
4292,3
4293,3
4294,3
4295,3
4296,3
4297,3
4298,3
4299,9
4300,9
4301,9
4302,3
4303,3
4304,3
4305,3
4306,3
4307,3
4308,9
4309,9
4310,9
4311,9
4312,9
4313,9
4314,9
4315,9
4316,9
4317,3
4318,3
4319,3
4320,9
4321,9
4322,9
4323,3
4324,3
4325,3
4326,3
4327,3
4328,3
4329,3
4330,3
4331,3
4332,9
4333,9
4334,9
4335,3
4336,3
4337,3
4338,9
4339,9
4340,9
4341,3
4342,3
4343,3
4344,3
4345,3
4346,3
4347,3
4348,3
4349,3
4350,3
4351,3
4352,3
4353,3
4354,3
4355,3
4356,3
4357,3
4358,3
4359,3
4360,3
4361,3
4362,9
4363,9
4364,9
4365,3
4366,3
4367,3
4368,3
4369,3
4370,3
4371,3
4372,3
4373,3
4374,3
4375,3
4376,3
4377,3
4378,3
4379,3
4380,3
4381,3
4382,3
4383,9
4384,9
4385,9
4386,3
4387,3
4388,3
4389,9
4390,9
4391,9
4392,3
4393,3
4394,3
4395,3
4396,3
4397,3
4398,3
4399,3
4400,3
4401,3
4402,3
4403,3
4404,3
4405,3
4406,3
4407,9
4408,9
4409,9
4410,3
4411,3
4412,3
4413,3
4414,3
4415,3
4416,3
4417,3
4418,3
4419,3
4420,3
4421,3
4422,9
4423,9
4424,9
4425,3
4426,3
4427,3
4428,9
4429,9
4430,9
4431,3
4432,3
4433,3
4434,9
4435,9
4436,9
4437,3
4438,3
4439,3
4440,3
4441,3
4442,3
4443,3
4444,3
4445,3
4446,3
4447,3
4448,3
4449,9
4450,9
4451,9
4452,3
4453,3
4454,3
4455,3
4456,3
4457,3
4458,9
4459,9
4460,9
4461,3
4462,3
4463,3
4464,9
4465,9
4466,9
4467,9
4468,9
4469,9
4470,9
4471,9
4472,9
4473,9
4474,9
4475,9
4476,9
4477,9
4478,9
4479,3
4480,3
4481,3
4482,3
4483,3
4484,3
4485,9
4486,9
4487,9
4488,3
4489,3
4490,3
4491,9
4492,9
4493,9
4494,3
4495,3
4496,3
4497,9
4498,9
4499,9
4500,9
4501,9
4502,9
4503,9
4504,9
4505,9
4506,9
4507,9
4508,9
4509,3
4510,3
4511,3
4512,3
4513,3
4514,3
4515,9
4516,9
4517,9
4518,3
4519,3
4520,3
4521,3
4522,3
4523,3
4524,3
4525,3
4526,3
4527,9
4528,9
4529,9
4530,3
4531,3
4532,3
4533,9
4534,9
4535,9
4536,9
4537,9
4538,9
4539,9
4540,9
4541,9
4542,9
4543,9
4544,9
4545,3
4546,3
4547,3
4548,9
4549,9
4550,9
4551,3
4552,3
4553,3
4554,9
4555,9
4556,9
4557,3
4558,3
4559,3
4560,3
4561,3
4562,3
4563,3
4564,3
4565,3
4566,9
4567,9
4568,9
4569,9
4570,9
4571,9
4572,3
4573,3
4574,3
4575,9
4576,9
4577,9
4578,3
4579,3
4580,3
4581,9
4582,9
4583,9
4584,3
4585,3
4586,3
4587,9
4588,9
4589,9
4590,3
4591,3
4592,3
4593,9
4594,9
4595,9
4596,9
4597,9
4598,9
4599,3
4600,3
4601,3
4602,3
4603,3
4604,3
4605,9
4606,9
4607,9
4608,3
4609,3
4610,3
4611,3
4612,3
4613,3
4614,3
4615,3
4616,3
4617,3
4618,3
4619,3
4620,9
4621,9
4622,9
4623,3
4624,3
4625,3
4626,9
4627,9
4628,9
4629,9
4630,9
4631,9
4632,3
4633,3
4634,3
4635,9
4636,9
4637,9
4638,3
4639,3
4640,3
4641,9
4642,9
4643,9
4644,9
4645,9
4646,9
4647,3
4648,3
4649,3
4650,3
4651,3
4652,3
4653,9
4654,9
4655,9
4656,3
4657,3
4658,3
4659,3
4660,3
4661,3
4662,9
4663,9
4664,9
4665,9
4666,9
4667,9
4668,3
4669,3
4670,3
4671,9
4672,9
4673,9
4674,9
4675,9
4676,9
4677,3
4678,3
4679,3
4680,3
4681,3
4682,3
4683,3
4684,3
4685,3
4686,9
4687,9
4688,9
4689,3
4690,3
4691,3
4692,3
4693,3
4694,3
4695,3
4696,3
4697,3
4698,3
4699,3
4700,3
4701,9
4702,9
4703,9
4704,9
4705,9
4706,9
4707,9
4708,9
4709,9
4710,3
4711,3
4712,3
4713,3
4714,3
4715,3
4716,9
4717,9
4718,9
4719,3
4720,3
4721,3
4722,3
4723,3
4724,3
4725,3
4726,3
4727,3
4728,3
4729,3
4730,3
4731,9
4732,9
4733,9
4734,3
4735,3
4736,3
4737,3
4738,3
4739,3
4740,3
4741,3
4742,3
4743,3
4744,3
4745,3
4746,9
4747,9
4748,9
4749,3
4750,3
4751,3
4752,3
4753,3
4754,3
4755,9
4756,9
4757,9
4758,9
4759,9
4760,9
4761,3
4762,3
4763,3
4764,9
4765,9
4766,9
4767,3
4768,3
4769,3
4770,3
4771,3
4772,3
4773,3
4774,3
4775,3
4776,3
4777,3
4778,3
4779,9
4780,9
4781,9
4782,9
4783,9
4784,9
4785,3
4786,3
4787,3
4788,9
4789,9
4790,9
4791,3
4792,3
4793,3
4794,3
4795,3
4796,3
4797,3
4798,3
4799,3
4800,3
4801,3
4802,3
4803,9
4804,9
4805,9
4806,3
4807,3
4808,3
4809,3
4810,3
4811,3
4812,3
4813,3
4814,3
4815,9
4816,9
4817,9
4818,3
4819,3
4820,3
4821,3
4822,3
4823,3
4824,3
4825,3
4826,3
4827,3
4828,3
4829,3
4830,9
4831,9
4832,9
4833,9
4834,9
4835,9
4836,3
4837,3
4838,3
4839,3
4840,3
4841,3
4842,3
4843,3
4844,3
4845,9
4846,9
4847,9
4848,9
4849,9
4850,9
4851,3
4852,3
4853,3
4854,3
4855,3
4856,3
4857,3
4858,3
4859,3
4860,9
4861,9
4862,9
4863,3
4864,3
4865,3
4866,3
4867,3
4868,3
4869,3
4870,3
4871,3
4872,3
4873,3
4874,3
4875,3
4876,3
4877,3
4878,9
4879,9
4880,9
4881,9
4882,9
4883,9
4884,3
4885,3
4886,3
4887,3
4888,3
4889,3
4890,3
4891,3
4892,3
4893,3
4894,3
4895,3
4896,3
4897,3
4898,3
4899,9
4900,9
4901,9
4902,9
4903,9
4904,9
4905,9
4906,9
4907,9
4908,3
4909,3
4910,3
4911,3
4912,3
4913,3
4914,3
4915,3
4916,3
4917,9
4918,9
4919,9
4920,3
4921,3
4922,3
4923,9
4924,9
4925,9
4926,9
4927,9
4928,9
4929,3
4930,3
4931,3
4932,3
4933,3
4934,3
4935,9
4936,9
4937,9
4938,3
4939,3
4940,3
4941,3
4942,3
4943,3
4944,3
4945,3
4946,3
4947,3
4948,3
4949,3
4950,3
4951,3
4952,3
4953,9
4954,9
4955,9
4956,3
4957,3
4958,3
4959,9
4960,9
4961,9
4962,9
4963,9
4964,9
4965,9
4966,9
4967,9
4968,9
4969,9
4970,9
4971,9
4972,9
4973,9
4974,9
4975,9
4976,9
4977,3
4978,3
4979,3
4980,9
4981,9
4982,9
4983,9
4984,9
4985,9
4986,9
4987,9
4988,9
4989,9
4990,9
4991,9
4992,3
4993,3
4994,3
4995,3
4996,3
4997,3
4998,3
4999,3
5000,3
5001,3
5002,3
5003,3
5004,9
5005,9
5006,9
5007,3
5008,3
5009,3
5010,3
5011,3
5012,3
5013,3
5014,3
5015,3
5016,9
5017,9
5018,9
5019,9
5020,9
5021,9
5022,9
5023,9
5024,9
5025,9
5026,9
5027,9
5028,9
5029,9
5030,9
5031,3
5032,3
5033,3
5034,9
5035,9
5036,9
5037,3
5038,3
5039,3
5040,3
5041,3
5042,3
5043,9
5044,9
5045,9
5046,3
5047,3
5048,3
5049,3
5050,3
5051,3
5052,9
5053,9
5054,9
5055,3
5056,3
5057,3
5058,3
5059,3
5060,3
5061,3
5062,3
5063,3
5064,3
5065,3
5066,3
5067,3
5068,3
5069,3
5070,3
5071,3
5072,3
5073,9
5074,9
5075,9
5076,9
5077,9
5078,9
5079,9
5080,9
5081,9
5082,9
5083,9
5084,9
5085,9
5086,9
5087,9
5088,9
5089,9
5090,9
5091,3
5092,3
5093,3
5094,9
5095,9
5096,9
5097,3
5098,3
5099,3
5100,3
5101,3
5102,3
5103,9
5104,9
5105,9
5106,3
5107,3
5108,3
5109,3
5110,3
5111,3
5112,3
5113,3
5114,3
5115,9
5116,9
5117,9
5118,9
5119,9
5120,9
5121,3
5122,3
5123,3
5124,9
5125,9
5126,9
5127,3
5128,3
5129,3
5130,9
5131,9
5132,9
5133,9
5134,9
5135,9
5136,9
5137,9
5138,9
5139,3
5140,3
5141,3
5142,9
5143,9
5144,9
5145,9
5146,9
5147,9
5148,3
5149,3
5150,3
5151,3
5152,3
5153,3
5154,3
5155,3
5156,3
5157,3
5158,3
5159,3
5160,3
5161,3
5162,3
5163,3
5164,3
5165,3
5166,3
5167,3
5168,3
5169,9
5170,9
5171,9
5172,3
5173,3
5174,3
5175,9
5176,9
5177,9
5178,9
5179,9
5180,9
5181,3
5182,3
5183,3
5184,3
5185,3
5186,3
5187,9
5188,9
5189,9
5190,3
5191,3
5192,3
5193,3
5194,3
5195,3
5196,3
5197,3
5198,3
5199,9
5200,9
5201,9
5202,3
5203,3
5204,3
5205,9
5206,9
5207,9
5208,9
5209,9
5210,9
5211,9
5212,9
5213,9
5214,9
5215,9
5216,9
5217,9
5218,9
5219,9
5220,3
5221,3
5222,3
5223,3
5224,3
5225,3
5226,9
5227,9
5228,9
5229,3
5230,3
5231,3
5232,9
5233,9
5234,9
5235,9
5236,9
5237,9
5238,3
5239,3
5240,3
5241,9
5242,9
5243,9
5244,3
5245,3
5246,3
5247,9
5248,9
5249,9
5250,3
5251,3
5252,3
5253,9
5254,9
5255,9
5256,9
5257,9
5258,9
5259,3
5260,3
5261,3
5262,3
5263,3
5264,3
5265,3
5266,3
5267,3
5268,3
5269,3
5270,3
5271,3
5272,3
5273,3
5274,9
5275,9
5276,9
5277,9
5278,9
5279,9
5280,9
5281,9
5282,9
5283,9
5284,9
5285,9
5286,3
5287,3
5288,3
5289,9
5290,9
5291,9
5292,3
5293,3
5294,3
5295,9
5296,9
5297,9
5298,9
5299,9
5300,9
5301,9
5302,9
5303,9
5304,9
5305,9
5306,9
5307,3
5308,3
5309,3
5310,3
5311,3
5312,3
5313,9
5314,9
5315,9
5316,3
5317,3
5318,3
5319,3
5320,3
5321,3
5322,9
5323,9
5324,9
5325,3
5326,3
5327,3
5328,9
5329,9
5330,9
5331,9
5332,9
5333,9
5334,3
5335,3
5336,3
5337,9
5338,9
5339,9
5340,3
5341,3
5342,3
5343,9
5344,9
5345,9
5346,9
5347,9
5348,9
5349,3
5350,3
5351,3
5352,3
5353,3
5354,3
5355,3
5356,3
5357,3
5358,9
5359,9
5360,9
5361,9
5362,9
5363,9
5364,3
5365,3
5366,3
5367,9
5368,9
5369,9
5370,9
5371,9
5372,9
5373,9
5374,9
5375,9
5376,9
5377,9
5378,9
5379,9
5380,9
5381,9
5382,9
5383,9
5384,9
5385,9
5386,9
5387,9
5388,9
5389,9
5390,9
5391,9
5392,9
5393,9
5394,3
5395,3
5396,3
5397,9
5398,9
5399,9
5400,9
5401,9
5402,9
5403,9
5404,9
5405,9
5406,3
5407,3
5408,3
5409,3
5410,3
5411,3
5412,3
5413,3
5414,3
5415,9
5416,9
5417,9
5418,9
5419,9
5420,9
5421,3
5422,3
5423,3
5424,3
5425,3
5426,3
5427,3
5428,3
5429,3
5430,9
5431,9
5432,9
5433,3
5434,3
5435,3
5436,9
5437,9
5438,9
5439,3
5440,3
5441,3
5442,9
5443,9
5444,9
5445,3
5446,3
5447,3
5448,9
5449,9
5450,9
5451,3
5452,3
5453,3
5454,9
5455,9
5456,9
5457,9
5458,9
5459,9
5460,9
5461,9
5462,9
5463,3
5464,3
5465,3
5466,3
5467,3
5468,3
5469,3
5470,3
5471,3
5472,3
5473,3
5474,3
5475,3
5476,3
5477,3
5478,3
5479,3
5480,3
5481,9
5482,9
5483,9
5484,3
5485,3
5486,3
5487,3
5488,3
5489,3
5490,3
5491,3
5492,3
5493,9
5494,9
5495,9
5496,3
5497,3
5498,3
5499,3
5500,3
5501,3
5502,9
5503,9
5504,9
5505,3
5506,3
5507,3
5508,3
5509,3
5510,3
5511,3
5512,3
5513,3
5514,9
5515,9
5516,9
5517,9
5518,9
5519,9
5520,3
5521,3
5522,3
5523,3
5524,3
5525,3
5526,3
5527,3
5528,3
5529,9
5530,9
5531,9
5532,3
5533,3
5534,3
5535,9
5536,9
5537,9
5538,3
5539,3
5540,3
5541,9
5542,9
5543,9
5544,3
5545,3
5546,3
5547,3
5548,3
5549,3
5550,9
5551,9
5552,9
5553,3
5554,3
5555,3
5556,9
5557,9
5558,9
5559,3
5560,3
5561,3
5562,3
5563,3
5564,3
5565,9
5566,9
5567,9
5568,9
5569,9
5570,9
5571,9
5572,9
5573,9
5574,3
5575,3
5576,3
5577,9
5578,9
5579,9
5580,9
5581,9
5582,9
5583,3
5584,3
5585,3
5586,3
5587,3
5588,3
5589,3
5590,3
5591,3
5592,9
5593,9
5594,9
5595,9
5596,9
5597,9
5598,9
5599,9
5600,9
5601,3
5602,3
5603,3
5604,9
5605,9
5606,9
5607,9
5608,9
5609,9
5610,3
5611,3
5612,3
5613,3
5614,3
5615,3
5616,9
5617,9
5618,9
5619,9
5620,9
5621,9
5622,3
5623,3
5624,3
5625,3
5626,3
5627,3
5628,3
5629,3
5630,3
5631,3
5632,3
5633,3
5634,3
5635,3
5636,3
5637,9
5638,9
5639,9
5640,9
5641,9
5642,9
5643,3
5644,3
5645,3
5646,3
5647,3
5648,3
5649,3
5650,3
5651,3
5652,3
5653,3
5654,3
5655,9
5656,9
5657,9
5658,3
5659,3
5660,3
5661,9
5662,9
5663,9
5664,3
5665,3
5666,3
5667,3
5668,3
5669,3
5670,3
5671,3
5672,3
5673,3
5674,3
5675,3
5676,9
5677,9
5678,9
5679,3
5680,3
5681,3
5682,3
5683,3
5684,3
5685,3
5686,3
5687,3
5688,9
5689,9
5690,9
5691,3
5692,3
5693,3
5694,9
5695,9
5696,9
5697,3
5698,3
5699,3
5700,9
5701,9
5702,9
5703,3
5704,3
5705,3
5706,3
5707,3
5708,3
5709,9
5710,9
5711,9
5712,9
5713,9
5714,9
5715,9
5716,9
5717,9
5718,3
5719,3
5720,3
5721,9
5722,9
5723,9
5724,3
5725,3
5726,3
5727,9
5728,9
5729,9
5730,9
5731,9
5732,9
5733,9
5734,9
5735,9
5736,9
5737,9
5738,9
5739,9
5740,9
5741,9
5742,9
5743,9
5744,9
5745,9
5746,9
5747,9
5748,3
5749,3
5750,3
5751,9
5752,9
5753,9
5754,3
5755,3
5756,3
5757,9
5758,9
5759,9
5760,3
5761,3
5762,3
5763,3
5764,3
5765,3
5766,3
5767,3
5768,3
5769,3
5770,3
5771,3
5772,9
5773,9
5774,9
5775,9
5776,9
5777,9
5778,9
5779,9
5780,9
5781,3
5782,3
5783,3
5784,9
5785,9
5786,9
5787,3
5788,3
5789,3
5790,9
5791,9
5792,9
5793,3
5794,3
